薬局名,クローバー薬局　本店
集計期間開始日,2025/12/01
集計期間終了日,2026/02/28
集計開始時刻,
集計終了時刻,
時刻通し集計,0
出力順,医薬品名(昇順)
検索キー,
医療情報,
No,ID,処方薬種別,剤型,医薬品名,単位,麻薬,毒薬,ハイリスク,後発,使用回数,使用量,薬価,使用金額,レセコード,YJコード,後発区分,向精神薬,覚せい剤,劇薬,抗がん剤,制吐剤,RMP,選定療養
556,1143,0,内用,テルミサルタン錠４０ｍｇ「杏林」,錠,False,False,False,True,104,"7,020.0",10.4,73008,622537101,2149042F2129,3:後発品,False,False,False,False,False,False,False
557,632,0,外用,テレミンソフト坐薬１０ｍｇ,個,False,False,False,False,2,15.0,20.9,314,620007694,2359700J2106,1:先発品(後発なし),False,False,False,False,False,False,False
558,1193,0,内用,トアラセット配合錠「杏林」,錠,False,False,False,True,8,476.0,7.2,3427,622661701,1149117F1144,3:後発品,False,False,True,False,False,False,False
559,323,0,内用,ツムラ桃核承気湯エキス顆粒（医療用）,g,False,False,False,False,6,"2,337.5",12.8,29920,615101480,5200106D1059,1:先発品(後発なし),False,False,False,False,False,False,False
560,324,0,内用,ツムラ当帰飲子エキス顆粒（医療用）,g,False,False,False,False,3,735.0,21.0,15435,615101481,5200108D1023,1:先発品(後発なし),False,False,False,False,False,False,False
561,326,0,内用,ツムラ当帰四逆加呉茱萸生姜湯エキス顆粒（医療用）,g,False,False,False,False,31,"11,345.0",16.6,188327,615101483,5200110D1047,1:先発品(後発なし),False,False,False,False,False,False,False
562,327,0,内用,ツムラ当帰芍薬散エキス顆粒（医療用）／２．５ｇ,g,False,False,False,False,4,"1,117.5",14.9,16651,615101484,5200111D1076,1:先発品(後発なし),False,False,False,False,False,False,False
563,1868,0,内用,ドキサゾシン錠０．５ｍｇ「トーワ」,錠,False,False,False,True,26,"1,788.0",10.4,18595,622110102,2149026F1190,★:後発品(同額以上),False,False,False,False,False,False,False
564,848,0,内用,ドキサゾシン錠１ｍｇ「ＮＳ」,錠,False,False,False,True,52,"3,750.0",10.4,39000,621631501,2149026F2260,3:後発品,False,False,False,False,False,False,False
565,1991,0,内用,ドキサゾシン錠２ｍｇ「トーワ」,錠,False,False,False,True,29,"1,765.0",10.4,18356,621636701,2149026F3231,3:後発品,False,False,False,False,False,False,False
566,610,0,内用,ドグマチールカプセル５０ｍｇ,カプセル,False,False,True,False,3,180.0,10.4,1872,620006993,2329009M1380,2:先発品(後発あり),False,False,False,False,False,False,True
567,1957,0,内用,トコフェロールニコチン酸エステルカプセル１００ｍｇ「トーワ」,カプセル,False,False,False,True,20,"4,284.0",5.7,24419,620353101,2190006M1210,3:後発品,False,False,False,False,False,False,False
568,1496,0,内用,ドネペジル塩酸塩ＯＤ錠５ｍｇ「オーハラ」,錠,False,False,False,True,44,"3,023.0",43.4,131198,622138801,1190012F4297,3:後発品,False,False,True,False,False,False,False
569,1884,0,内用,ドネペジル塩酸塩ＯＤ錠１０ｍｇ「トーワ」,錠,False,False,False,True,4,246.0,73.1,17983,622280001,1190012F6249,3:後発品,False,False,True,False,False,False,False
570,1901,0,内用,ドネペジル塩酸塩ＯＤ錠３ｍｇ「トーワ」,錠,False,False,False,True,2,56.0,29.1,1630,622109901,1190012F3207,3:後発品,False,False,True,False,False,False,False
571,1967,0,内用,ドパコール配合錠Ｌ１００,錠,False,False,False,True,34,"7,715.0",8.1,62492,620124201,1169101F1170,3:後発品,False,False,False,False,False,False,False
572,1977,0,内用,ドパコール配合錠Ｌ５０,錠,False,False,False,True,15,"1,834.0",6.1,11187,621865201,1169101F3033,3:後発品,False,False,False,False,False,False,False
573,1030,0,内用,トビエース錠４ｍｇ,錠,False,False,False,False,2,84.0,135.0,11340,622225101,2590015G1021,1:先発品(後発なし),False,False,False,False,False,False,False
574,1978,0,内用,トフィソパム錠５０ｍｇ「トーワ」,錠,False,False,False,True,7,640.0,6.1,3904,621361508,1124026F1340,3:後発品,False,False,False,False,False,False,False
575,695,0,外用,トプシムスプレー０．０１４３％,g,False,False,False,False,1,84.0,9.2,773,620009028,2646708R2031,1:先発品(後発なし),False,False,True,False,False,False,False
576,1600,0,外用,ドボベット軟膏,g,False,False,False,False,4,150.0,154.1,23115,622365101,2699802M1024,1:先発品(後発なし),False,False,True,False,False,False,False
577,1827,0,外用,ドボベットフォーム,g,False,False,False,False,4,300.0,154.1,46230,622861501,2699802R1021,1:先発品(後発なし),False,False,True,False,False,False,False
578,1940,0,内用,トラセミド錠４ｍｇ「ＫＯ」,錠,False,False,False,True,5,322.0,6.1,1964,622601001,2139009F1034,3:後発品,False,False,False,False,False,False,False
579,995,0,内用,トラゼンタ錠５ｍｇ,錠,False,False,True,False,191,"6,103.0",118.9,725647,622093501,3969014F1024,1:先発品(後発なし),False,False,False,False,False,False,False
580,2052,0,内用,トラゾドン塩酸塩錠２５ｍｇ「アメル」,錠,False,False,True,True,2,120.0,6.1,732,620156901,1179037F1053,3:後発品,False,False,True,False,False,False,False
581,1379,0,内用,トラディアンス配合錠ＡＰ,錠,False,False,True,False,17,959.0,235.8,226132,622655001,3969108F1027,1:先発品(後発なし),False,False,False,False,False,False,False
582,1390,0,内用,トラディアンス配合錠ＢＰ,錠,False,False,True,False,15,831.0,329.8,274064,622655101,3969108F2023,1:先発品(後発なし),False,False,False,False,False,False,False
583,528,0,内用,トラネキサム酸錠２５０ｍｇ「ＹＤ」,錠,False,False,False,True,317,"16,252.0",10.4,169021,620005047,3327002F1169,3:後発品,False,False,False,False,False,False,False
584,731,0,内用,トラベルミン配合錠,錠,False,False,False,False,42,"1,845.0",6.1,11255,620236101,1339100F1038,1:先発品(後発なし),False,False,False,False,False,False,False
585,2041,0,内用,トラマドール塩酸塩ＯＤ錠２５ｍｇ「ＫＯ」,錠,False,False,False,True,6,117.0,9.4,1100,622914101,1149038F1032,3:後発品,False,False,True,False,False,False,False
586,115,0,内用,トランサミン散５０％,g,False,False,False,False,5,31.2,10.3,321,610463119,3327002B1027,:,False,False,False,False,False,False,False
587,612,0,内用,トランサミンシロップ５％,mL,False,False,False,False,1,30.0,4.5,135,620007001,3327002Q1062,　:準先発品,False,False,False,False,False,False,True
588,1953,0,内用,トリアゾラム錠０．１２５ｍｇ「日新」,錠,False,False,False,True,14,630.0,5.9,3717,622106502,1124007F1160,3:後発品,True,False,False,False,False,False,False
589,1788,0,内用,トリアゾラム錠０．２５ｍｇ「日新」,錠,False,False,False,True,25,741.0,6.1,4520,620037301,1124007F2263,3:後発品,True,False,False,False,False,False,False
590,1804,0,内用,トリクロルメチアジド錠１ｍｇ「ＮＰ」,錠,False,False,False,True,82,"3,753.5",6.4,24022,620009400,2132003F3020,3:後発品,False,False,False,False,False,False,False
591,1803,0,内用,トリクロルメチアジド錠２ｍｇ「ＮＰ」,錠,False,False,False,True,46,"2,615.0",6.4,16736,620009401,2132003F1400,3:後発品,False,False,False,False,False,False,False
592,177,0,内用,トリプタノール錠　１０ｍｇ,錠,False,False,True,False,4,402.0,10.1,4060,611170801,1179002F1068,1:先発品(後発なし),False,False,False,False,False,False,False
593,1714,0,内用,トリメブチンマレイン酸塩錠１００ｍｇ「トーワ」,錠,False,False,False,True,24,"2,626.0",6.1,16019,620505715,2399006F1552,3:後発品,False,False,False,False,False,False,False
594,1777,0,内用,トルバプタンＯＤ錠１５ｍｇ「トーワ」,錠,False,False,False,True,2,133.0,538.2,71581,622923701,2139011F4081,3:後発品,False,False,True,False,False,False,False
595,2121,0,内用,トルバプタンＯＤ錠３．７５ｍｇ「ニプロ」,錠,False,False,False,True,7,378.0,177.5,67095,623001001,2139011F5037,3:後発品,False,False,True,False,False,False,False
596,1776,0,内用,トルバプタンＯＤ錠７．５ｍｇ「トーワ」,錠,False,False,False,True,13,486.5,309.0,150329,622923601,2139011F3093,3:後発品,False,False,True,False,False,False,False
597,2119,0,内用,トルバプタンＯＤ錠７．５ｍｇ「ニプロ」,錠,False,False,False,True,5,231.0,309.0,71379,622918301,2139011F3069,3:後発品,False,False,True,False,False,False,False
598,1111,0,注射,トルリシティ皮下注０．７５ｍｇアテオス　０．５ｍＬ,キット,False,False,True,False,6,13.0,"2,749.0",35737,622442201,2499416G1029,1:先発品(後発なし),False,False,True,False,False,False,False
599,1026,0,注射,トレシーバ注　フレックスタッチ　３００単位,キット,False,False,True,False,21,52.0,"1,841.0",95732,622198901,2492419G1021,1:先発品(後発なし),False,False,True,False,False,False,False
600,1092,0,内用,トレリーフＯＤ錠２５ｍｇ,錠,False,False,False,False,1,56.0,618.5,34636,622400401,1169015F2022,2:先発品(後発あり),False,False,True,False,False,False,True
601,1945,0,外用,ドンペリドン坐剤１０ｍｇ「日新」,個,False,False,False,True,1,1.0,23.7,24,620510304,2399714J1077,3:後発品,False,False,False,False,False,False,False
602,1946,0,外用,ドンペリドン坐剤３０ｍｇ「日新」,個,False,False,False,True,6,40.0,41.9,1676,620510504,2399714J2073,3:後発品,False,False,False,False,False,False,False
603,1572,0,内用,ドンペリドン錠１０ｍｇ「トーワ」,錠,False,False,False,True,111,"5,368.0",6.1,32745,621371633,2399005F2384,3:後発品,False,False,False,False,False,False,False
604,420,0,内用,ナイキサン錠１００ｍｇ,錠,False,False,False,False,7,350.0,6.1,2135,620002531,1149007F1142,1:先発品(後発なし),False,False,False,False,False,False,False
605,989,0,内用,ナウゼリンＯＤ錠１０　１０ｍｇ,錠,False,False,False,False,1,3.0,8.8,26,622090501,2399005F4026,2:先発品(後発あり),False,False,False,False,False,False,False
606,1233,0,外用,ナウゼリン坐剤　６０ｍｇ,個,False,False,False,False,3,13.0,76.5,995,662390003,2399714J3029,1:先発品(後発なし),False,False,False,False,False,False,False
607,576,0,内用,ナウゼリンドライシロップ１％,g,False,False,False,False,1,5.0,10.0,50,620006055,2399005R1163,2:先発品(後発あり),False,False,False,False,False,False,True
608,1869,0,外用,ナジフロキサシンクリーム１％「トーワ」,g,False,False,False,True,7,230.0,19.0,4370,621816301,2639700N1067,3:後発品,False,False,False,False,False,False,False
609,1870,0,外用,ナジフロキサシンローション１％「トーワ」,mL,False,False,False,True,8,420.0,19.0,7980,621706901,2639700Q1063,3:後発品,False,False,False,False,False,False,False
610,116,0,内用,ナトリックス錠１　１ｍｇ,錠,False,False,False,False,10,371.0,10.4,3858,610463125,2149012F1059,1:先発品(後発なし),False,False,False,False,False,False,False
611,1816,0,内用,ナフトピジルＯＤ錠２５ｍｇ「杏林」,錠,False,False,False,True,10,208.0,10.4,2163,622405501,2590009F6111,3:後発品,False,False,False,False,False,False,False
612,1861,0,内用,ナフトピジルＯＤ錠５０ｍｇ「トーワ」,錠,False,False,False,True,2,81.0,13.7,1110,622448401,2590009F4224,3:後発品,False,False,False,False,False,False,False
613,1327,0,内用,ナラトリプタン錠２．５ｍｇ「ＫＯ」,錠,False,False,False,True,1,10.0,159.7,1597,622794201,2160007F1039,3:後発品,False,False,True,False,False,False,False
614,1429,0,内用,ナルサス錠１２ｍｇ,錠,True,False,False,False,6,112.0,990.2,110902,622550001,8119003G3021,1:先発品(後発なし),False,False,True,False,False,False,False
615,1155,0,内用,ナルサス錠２４ｍｇ,錠,True,False,False,False,3,63.0,"1,815.8",114395,622550101,8119003G4028,1:先発品(後発なし),False,False,True,False,False,False,False
616,1153,0,内用,ナルサス錠２ｍｇ,錠,True,False,False,False,19,431.0,206.6,89045,622549801,8119003G1029,1:先発品(後発なし),False,False,True,False,False,False,False
617,1154,0,内用,ナルサス錠６ｍｇ,錠,True,False,False,False,9,192.0,540.0,103680,622549901,8119003G2025,1:先発品(後発なし),False,False,True,False,False,False,False
618,2107,0,内用,ナルフラフィン塩酸塩ＯＤ錠２．５μｇ「サワイ」,錠,False,False,False,True,2,42.0,234.2,9836,622638501,1190015F1038,3:後発品,False,False,True,False,False,False,False
619,1156,0,内用,ナルラピド錠１ｍｇ,錠,True,False,False,False,22,685.0,112.6,77131,622550201,8119003F1023,1:先発品(後発なし),False,False,True,False,False,False,False
620,1157,0,内用,ナルラピド錠２ｍｇ,錠,True,False,False,False,5,210.0,206.6,43386,622550301,8119003F2020,1:先発品(後発なし),False,False,True,False,False,False,False
621,1158,0,内用,ナルラピド錠４ｍｇ,錠,True,False,False,False,4,150.0,378.8,56820,622550501,8119003F3026,1:先発品(後発なし),False,False,True,False,False,False,False
622,1457,0,内用,ニコチン酸アミド散１０％「ゾンネ」,g,False,False,False,False,3,168.0,10.7,1798,620007009,3132002B1034,1:先発品(後発なし),False,False,False,False,False,False,False
623,741,0,内用,ニコランジル錠５ｍｇ「トーワ」,錠,False,False,False,True,40,"3,434.0",6.1,20947,620325301,2171017F2172,3:後発品,False,False,False,False,False,False,False
624,1930,0,内用,ニセルゴリン錠５ｍｇ「日新」,錠,False,False,False,True,1,210.0,10.1,2121,621405701,2190021F1461,3:後発品,False,False,False,False,False,False,False
625,544,0,外用,ニゾラールクリーム２％,g,False,False,False,False,12,440.0,16.0,7040,620005277,2655709N1053,2:先発品(後発あり),False,False,False,False,False,False,True
626,373,0,外用,ニゾラールローション２％,g,False,False,False,False,1,20.0,22.1,442,620000385,2655709Q1025,2:先発品(後発あり),False,False,False,False,False,False,False
627,1833,0,内用,ニトラゼパム錠５ｍｇ「トーワ」,錠,False,False,True,True,4,206.0,5.7,1174,620003588,1124003F2249,3:後発品,True,False,False,False,False,False,False
628,219,0,内用,ニトロールＲカプセル２０ｍｇ,カプセル,False,False,False,False,8,902.0,8.5,7667,612170264,2171011N1050,2:先発品(後発あり),False,False,False,False,False,False,True
629,743,0,外用,ニトロダームＴＴＳ２５ｍｇ　１０ｃｍ２,枚,False,False,False,False,6,91.0,42.2,3840,620335601,2171701S2037,1:先発品(後発なし),False,False,True,False,False,False,False
630,502,0,内用,ニトロペン舌下錠０．３ｍｇ,錠,False,False,False,True,6,34.0,10.0,340,620004541,2171018K1039,3:後発品,False,False,True,False,False,False,False
631,866,0,内用,ニフェジピンＣＲ錠１０ｍｇ「ＮＰ」,錠,False,False,False,True,58,"2,995.0",8.9,26656,621838103,2171014G3081,★:後発品(同額以上),False,False,True,False,False,False,False
632,867,0,内用,ニフェジピンＣＲ錠２０ｍｇ「ＮＰ」,錠,False,False,False,True,183,"11,708.0",9.1,106543,621838203,2171014G4088,3:後発品,False,False,True,False,False,False,False
633,1975,0,内用,ニフェジピンＣＲ錠４０ｍｇ「ＮＰ」,錠,False,False,False,True,113,"5,854.0",17.0,99518,621838303,2171014G5084,3:後発品,False,False,True,False,False,False,False
634,1655,0,内用,ニフェジピンＬ錠１０ｍｇ「杏林」,錠,False,False,False,True,51,796.0,5.9,4696,620318903,2171014G1313,3:後発品,False,False,True,False,False,False,False
635,740,0,内用,ニフェジピンＬ錠２０ｍｇ「トーワ」,錠,False,False,False,True,10,"1,312.0",6.1,8003,620320301,2171014G2298,3:後発品,False,False,True,False,False,False,False
636,1389,0,内用,乳糖水和物「ヨシダ」,g,False,False,False,False,3,36.0,2.46,89,620008325,7111001X1310,1:先発品(後発なし),False,False,False,False,False,False,False
637,707,0,内用,ニューロタン錠２５ｍｇ,錠,False,False,False,False,7,230.0,22.8,5244,620009126,2149039F1031,2:先発品(後発あり),False,False,False,False,False,False,True
638,708,0,内用,ニューロタン錠５０ｍｇ,錠,False,False,False,False,3,251.0,42.2,10592,620009127,2149039F2038,2:先発品(後発あり),False,False,False,False,False,False,True
639,1873,0,外用,尿素クリーム２０％「ＳＵＮ」,g,False,False,False,True,11,700.0,3.3,2310,620665702,2669701N2113,3:後発品,False,False,False,False,False,False,False
640,328,0,内用,ツムラ人参養栄湯エキス顆粒（医療用）,g,False,False,False,False,3,"1,359.0",20.1,27316,615101490,5200117D1030,1:先発品(後発なし),False,False,False,False,False,False,False
641,2134,0,外用,ネオキシテープ７３．５ｍｇ,枚,False,False,False,False,2,70.0,135.1,9457,622238901,2590700S1025,1:先発品(後発なし),False,False,False,False,False,False,False
642,1228,0,外用,ネオメドロールＥＥ軟膏,g,False,False,False,False,2,6.0,41.0,246,661310099,1319807M1025,:,False,False,False,False,False,False,False
643,978,0,内用,ネキシウムカプセル１０ｍｇ,カプセル,False,False,False,False,11,556.0,34.7,19293,622080701,2329029M1027,2:先発品(後発あり),False,False,False,False,False,False,True
644,979,0,内用,ネキシウムカプセル２０ｍｇ,カプセル,False,False,False,False,18,733.0,59.3,43467,622080801,2329029M2023,2:先発品(後発あり),False,False,False,False,False,False,True
645,918,0,内用,ネシーナ錠２５ｍｇ,錠,False,False,True,False,26,"1,601.0",156.7,250877,621986201,3969012F3028,1:先発品(後発なし),False,False,False,False,False,False,False
646,613,0,内用,ノイロトロピン錠４単位,錠,False,False,False,False,26,"1,946.0",28.5,55461,620007022,1149023F1036,1:先発品(後発なし),False,False,False,False,False,False,False
647,797,0,内用,ノイロビタン配合錠,錠,False,False,False,False,19,"2,085.0",6.0,12510,620719401,3179106F1039,1:先発品(後発なし),False,False,False,False,False,False,False
648,1292,0,内用,ノウリアスト錠２０ｍｇ,錠,False,False,False,False,7,609.0,770.6,469295,622245801,1169016F1020,1:先発品(後発なし),False,False,False,False,False,False,False
649,175,0,内用,ノバミン錠５ｍｇ,錠,False,False,True,False,1,10.0,10.1,101,611170766,1172010F1037,1:先発品(後発なし),False,False,False,False,False,False,False
650,1091,0,内用,ノベルジン錠２５ｍｇ,錠,False,False,False,False,8,422.0,201.1,84864,622389001,3929007F1029,2:先発品(後発あり),False,False,True,False,False,False,True
651,901,0,注射,ノボラピッド５０ミックス注　フレックスペン　３００単位,キット,False,False,True,False,3,22.0,"1,416.0",31152,621973201,2492415G4022,1:先発品(後発なし),False,False,True,False,False,False,False
652,1726,0,注射,ノボラピッド注　フレックスペン　３００単位,キット,False,False,True,False,44,136.0,"1,293.0",175848,620008893,2492415G1031,2:先発品(後発あり),False,False,True,False,False,False,False
653,371,0,注射,ノボリン３０Ｒ注フレックスペン　３００単位,キット,False,False,True,False,4,20.0,"1,339.0",26780,620000269,2492413G5054,1:先発品(後発なし),False,False,True,False,False,False,False
654,370,0,注射,ノボリンＲ注フレックスペン　３００単位,キット,False,False,True,False,4,4.0,"1,167.0",4668,620000265,2492413G8053,1:先発品(後発なし),False,False,True,False,False,False,False
655,2050,0,注射,ノルディトロピン　フレックスプロ注　１０ｍｇ,キット,False,False,False,False,3,6.0,"57,431.0",344586,622004201,2412402P7023,1:先発品(後発なし),False,False,False,False,False,False,False
656,656,0,内用,ノルバスクＯＤ錠２．５ｍｇ,錠,False,False,False,False,74,"4,302.0",13.5,58077,620008040,2171022F3048,2:先発品(後発あり),False,False,True,False,False,False,True
657,657,0,内用,ノルバスクＯＤ錠５ｍｇ,錠,False,False,False,False,63,"4,938.0",13.7,67651,620008041,2171022F4044,2:先発品(後発あり),False,False,True,False,False,False,True
658,104,0,内用,ハーフジゴキシンＫＹ錠０．１２５　０．１２５ｍｇ,錠,False,False,True,False,20,797.0,10.1,8050,610462018,2113003F2029,1:先発品(後発なし),False,False,True,False,False,False,False
659,64,0,内用,バイアスピリン錠１００ｍｇ,錠,False,False,True,True,262,"12,488.0",5.9,73679,610443053,3399007H1021,3:後発品,False,False,False,False,False,False,False
660,1409,0,内用,バイカロン錠２５ｍｇ,錠,False,False,False,False,1,60.0,10.4,624,620008677,2135001F1128,2:先発品(後発あり),False,False,False,False,False,False,False
661,89,0,内用,ハイシ－顆粒２５％　1g/包,g,False,False,False,False,1,273.0,6.5,1775,610454055,3140002D1037,1:先発品(後発なし),False,False,False,False,False,False,False
662,90,0,内用,ハイチオール錠４０　４０ｍｇ,錠,False,False,False,True,22,"6,720.0",5.9,39648,610454057,3999006F1037,3:後発品,False,False,False,False,False,False,False
663,281,0,内用,ハイドレアカプセル５００ｍｇ,カプセル,False,False,True,False,6,321.0,184.6,59257,614220010,4229001M1027,1:先発品(後発なし),False,False,True,True,False,False,False
664,117,0,内用,ハイボン錠２０ｍｇ,錠,False,False,False,False,3,215.0,5.9,1269,610463151,3131002F1276,　:準先発品,False,False,False,False,False,False,True
665,226,0,内用,バイロテンシン錠５ｍｇ,錠,False,False,False,False,1,126.0,13.6,1714,612170632,2171020F1020,2:先発品(後発あり),False,False,False,False,False,False,True
666,816,0,内用,バクタ配合錠,錠,False,False,False,False,18,237.5,69.2,16435,621148901,6290100F2115,基:基礎的医薬品,False,False,False,False,False,False,False
667,329,0,内用,ツムラ麦門冬湯エキス顆粒（医療用）,g,False,False,False,False,20,"3,798.0",16.5,62667,615101492,5200119D1030,1:先発品(後発なし),False,False,False,False,False,False,False
668,1935,0,内用,バゼドキシフェン錠２０ｍｇ「サワイ」,錠,False,False,False,True,12,632.0,27.3,17254,622811701,3999027F1039,3:後発品,False,False,False,False,False,False,False
669,330,0,内用,ツムラ八味地黄丸エキス顆粒（医療用）,g,False,False,False,False,15,"5,440.0",9.8,53312,615101493,5200121D1045,1:先発品(後発なし),False,False,False,False,False,False,False
670,2066,0,内用,ハッカ油「ケンエー」,mL,False,False,False,False,5,21.0,20.1,422,620001246,7149006X1060,1:先発品(後発なし),False,False,False,False,False,False,False
671,254,0,内用,バップフォー錠　１０ｍｇ,錠,False,False,False,False,1,90.0,24.3,2187,612590051,2590007F1021,2:先発品(後発あり),False,False,False,False,False,False,True
672,255,0,内用,バップフォー錠　２０ｍｇ,錠,False,False,False,False,2,60.0,41.4,2484,612590052,2590007F2028,2:先発品(後発あり),False,False,False,False,False,False,True
673,1954,0,内用,バラシクロビル錠５００ｍｇ「ＳＰＫＫ」,錠,False,False,False,True,20,412.0,67.5,27810,622863501,6250019F1365,3:後発品,False,False,False,False,False,False,False
674,21,0,内用,パリエット錠１０ｍｇ,錠,False,False,False,False,13,720.0,35.8,25776,610412202,2329028F1023,2:先発品(後発あり),False,False,False,False,False,False,True
675,1095,0,内用,パリエット錠５ｍｇ,錠,False,False,False,False,1,91.0,21.6,1966,622402601,2329028F3026,2:先発品(後発あり),False,False,False,False,False,False,False
676,1510,0,内用,バルサルタン錠２０ｍｇ「日新」,錠,False,False,False,True,30,"1,545.0",10.4,16068,622343101,2149041F1292,3:後発品,False,False,False,False,False,False,False
677,1472,0,内用,バルサルタン錠４０ｍｇ「日新」,錠,False,False,False,True,103,"7,745.0",10.4,80548,622343201,2149041F2299,3:後発品,False,False,False,False,False,False,False
678,1808,0,内用,バルサルタン錠８０ｍｇ「サンド」,錠,False,False,False,True,37,"2,771.0",13.2,36577,622355101,2149041F3236,3:後発品,False,False,False,False,False,False,False
679,146,0,内用,ハルシオン０．１２５ｍｇ錠,錠,False,False,False,False,1,56.0,6.1,342,611120117,1124007F1020,2:先発品(後発あり),True,False,False,False,False,False,True
680,137,0,内用,ハルシオン０．２５ｍｇ錠,錠,False,False,False,False,16,600.0,7.8,4680,611120055,1124007F2026,2:先発品(後発あり),True,False,False,False,False,False,True
681,100,0,内用,バルトレックス顆粒５０％,g,False,False,False,False,3,22.0,178.6,3929,610462012,6250019D1020,2:先発品(後発あり),False,False,False,False,False,False,True
682,421,0,内用,ハルナールＤ錠０．２ｍｇ,錠,False,False,False,False,4,259.0,25.3,6553,620002536,2590008F2022,2:先発品(後発あり),False,False,False,False,False,False,True
683,1301,0,内用,バルプロ酸ナトリウム徐放錠Ａ２００ｍｇ「トーワ」,錠,False,False,True,True,3,294.0,10.4,3058,621748202,1139004G2080,3:後発品,False,False,False,False,False,False,False
684,817,0,内用,バルプロ酸ナトリウムシロップ５％「日医工」,mL,False,False,True,True,1,720.0,9.3,6696,621210704,1139004Q1119,★:後発品(同額以上),False,False,False,False,False,False,False
685,1324,0,外用,パルミコート２００μｇタービュヘイラー５６吸入　１１．２ｍｇ,瓶,False,False,False,False,4,5.0,911.6,4558,620005291,2290701G2035,1:先発品(後発なし),False,False,False,False,False,False,False
686,496,0,外用,パルミコート吸入液０．５ｍｇ　２ｍＬ,管,False,False,False,False,1,14.0,142.5,1995,620004367,2290701G5026,2:先発品(後発あり),False,False,False,False,False,False,True
687,1660,0,内用,パルモディアＸＲ錠０．２ｍｇ,錠,False,False,False,False,60,"3,615.0",60.0,216900,622945401,2183007G1020,1:先発品(後発なし),False,False,False,False,False,False,False
688,1661,0,内用,パルモディアＸＲ錠０．４ｍｇ,錠,False,False,False,False,12,749.0,111.0,83139,622945501,2183007G2027,1:先発品(後発なし),False,False,False,False,False,False,False
689,1165,0,内用,パルモディア錠０．１ｍｇ,錠,False,False,False,False,30,"3,508.0",32.4,113659,622573101,2183007F1025,1:先発品(後発なし),False,False,False,False,False,False,False
690,1795,0,内用,パロキセチン錠１０ｍｇ「日新」,錠,False,False,True,True,2,62.0,11.6,719,622152801,1179041F1270,3:後発品,False,False,True,False,False,False,False
691,1847,0,内用,パロキセチン錠２０ｍｇ「日新」,錠,False,False,True,True,1,60.0,18.7,1122,622152901,1179041F2277,3:後発品,False,False,True,False,False,False,False
692,1986,0,内用,パロキセチン錠５ｍｇ「オーハラ」,錠,False,False,True,True,2,60.0,10.4,624,622234601,1179041F3290,3:後発品,False,False,True,False,False,False,False
693,331,0,内用,ツムラ半夏厚朴湯エキス顆粒（医療用）,g,False,False,False,False,12,"4,452.5",14.6,65007,615101494,5200122D1074,1:先発品(後発なし),False,False,False,False,False,False,False
694,332,0,内用,ツムラ半夏瀉心湯エキス顆粒（医療用）,g,False,False,False,False,2,435.0,22.3,9701,615101495,5200123D1079,1:先発品(後発なし),False,False,False,False,False,False,False
695,546,0,外用,パンデルローション０．１％,mL,False,False,False,False,21,890.0,16.7,14863,620005295,2646721Q1051,1:先発品(後発なし),False,False,False,False,False,False,False
696,1805,0,外用,ヒアルロン酸Ｎａ点眼液０．１％「日新」　５ｍＬ,瓶,False,False,False,True,15,24.0,92.5,2220,622005901,1319720Q3116,3:後発品,False,False,False,False,False,False,False
697,727,0,内用,ピーエイ配合錠,錠,False,False,False,True,42,"1,064.0",4.9,5214,620161401,1180109F1034,3:後発品,False,False,False,False,False,False,False
698,1191,0,内用,ピートル顆粒分包２５０ｍｇ,包,False,False,False,False,6,518.0,141.7,73401,622651201,2190036D1025,1:先発品(後発なし),False,False,False,False,False,False,False
699,966,0,内用,ピオグリタゾンＯＤ錠１５ｍｇ「ＮＳ」,錠,False,False,True,True,19,"1,540.0",12.7,19558,622063201,3969007F3060,3:後発品,False,False,False,False,False,False,False
700,753,0,内用,ビオスリー配合錠,錠,False,False,False,False,193,"27,949.0",6.6,184463,620421201,2316017F1035,1:先発品(後発なし),False,False,False,False,False,False,False
701,529,0,内用,ビオチン散０．２％「フソー」,g,False,False,False,False,1,90.0,7.1,639,620005067,3190001B1041,1:先発品(後発なし),False,False,False,False,False,False,False
702,751,0,内用,ビオフェルミンＲ散,g,False,False,False,True,1,15.0,6.5,98,620418501,2316004B1036,3:後発品,False,False,False,False,False,False,False
703,365,0,内用,ビオフェルミン錠剤,錠,False,False,False,True,38,"6,997.0",5.9,41282,620000094,2316020F1029,3:後発品,False,False,False,False,False,False,False
704,752,0,内用,ビオフェルミン配合散,g,False,False,False,False,7,767.0,6.5,4986,620420001,2316012A1132,1:先発品(後発なし),False,False,False,False,False,False,False
705,377,0,内用,ビ・シフロール錠０．１２５ｍｇ,錠,False,False,False,False,22,517.0,16.6,8582,620000435,1169012F1022,2:先発品(後発あり),False,False,True,False,False,False,True
706,378,0,内用,ビ・シフロール錠０．５ｍｇ,錠,False,False,False,False,1,168.0,61.1,10265,620000436,1169012F2029,2:先発品(後発あり),False,False,True,False,False,False,True
707,1046,0,外用,ビソノテープ４ｍｇ,枚,False,False,True,False,5,84.0,57.0,4788,622264101,2149700S1027,1:先発品(後発なし),False,False,False,False,False,False,False
708,2072,0,内用,ビソプロロールフマル酸塩錠２．５ｍｇ「ＤＳＥＰ」,錠,False,False,True,True,209,"10,161.5",10.4,105680,622942201,2123016F1204,3:後発品,False,False,False,False,False,False,False
