薬局名,クローバー薬局　本店
集計期間開始日,2025/12/01
集計期間終了日,2026/02/28
集計開始時刻,
集計終了時刻,
時刻通し集計,0
出力順,医薬品名(昇順)
検索キー,
医療情報,
No,ID,処方薬種別,剤型,医薬品名,単位,麻薬,毒薬,ハイリスク,後発,使用回数,使用量,薬価,使用金額,レセコード,YJコード,後発区分,向精神薬,覚せい剤,劇薬,抗がん剤,制吐剤,RMP,選定療養
250,464,0,内用,カソデックス錠８０ｍｇ,錠,False,False,True,False,1,91.0,150.3,13677,620003534,4291009F1039,2:先発品(後発あり),False,False,True,True,False,False,False
251,290,0,内用,ツムラ葛根湯エキス顆粒（医療用）,g,False,False,False,False,40,"7,485.0",13.4,100299,615101406,5200013D1123,1:先発品(後発なし),False,False,False,False,False,False,False
252,291,0,内用,ツムラ葛根湯加川きゅう辛夷エキス顆粒（医療用）,g,False,False,False,False,1,225.0,10.1,2273,615101407,5200015D1084,1:先発品(後発なし),False,False,False,False,False,False,False
253,1993,0,内用,カデチア配合錠ＨＤ「テバ」,錠,False,False,False,True,13,"1,009.0",23.8,24014,622495701,2149111F2040,3:後発品,False,False,False,False,False,False,False
254,1969,0,内用,カデチア配合錠ＬＤ「テバ」,錠,False,False,False,True,4,343.0,12.9,4425,622495601,2149111F1044,3:後発品,False,False,False,False,False,False,False
255,885,0,内用,カデュエット配合錠４番,錠,False,False,False,False,1,70.0,70.2,4914,621933001,2190104F1024,2:先発品(後発あり),False,False,True,False,False,False,True
256,1303,0,内用,カナグル錠１００ｍｇ,錠,False,False,True,False,62,"3,596.0",139.3,500923,622360601,3969022F1029,1:先発品(後発なし),False,False,False,False,False,True,False
257,6,0,内用,ガナトン錠５０ｍｇ,錠,False,False,False,False,2,363.0,9.2,3340,610407140,2399008F1020,2:先発品(後発あり),False,False,False,False,False,False,True
258,1735,0,内用,カナリア配合錠,錠,False,False,True,False,2,140.0,208.5,29190,622573601,3969106F1028,1:先発品(後発なし),False,False,False,False,False,False,False
259,39,0,内用,カバサール錠０．２５ｍｇ,錠,False,False,False,False,5,156.0,36.6,5710,610432023,1169011F1028,☆:先発品(同額以下),False,False,True,False,False,False,False
260,293,0,内用,ツムラ加味逍遙散エキス顆粒（医療用）,g,False,False,False,False,3,922.5,15.9,14668,615101409,5200017D1083,1:先発品(後発なし),False,False,False,False,False,False,False
261,1796,0,内用,カムシア配合錠ＨＤ「ニプロ」,錠,False,False,False,True,17,991.0,21.0,20811,622468801,2149116F2051,3:後発品,False,False,True,False,False,False,False
262,1853,0,内用,カムシア配合錠ＬＤ「ニプロ」,錠,False,False,False,True,5,315.0,21.0,6615,622468901,2149116F1055,3:後発品,False,False,True,False,False,False,False
263,1947,0,内用,カモスタットメシル酸塩錠１００ｍｇ「トーワ」,錠,False,False,False,True,7,"1,365.0",6.6,9009,620882211,3999003F1360,3:後発品,False,False,False,False,False,False,False
264,1856,0,内用,ガランタミンＯＤ錠４ｍｇ「トーワ」,錠,False,False,False,True,1,154.0,18.4,2834,622789301,1190019F4094,3:後発品,False,False,True,False,False,False,False
265,1821,0,内用,ガランタミンＯＤ錠８ｍｇ「トーワ」,錠,False,False,False,True,1,182.0,29.3,5333,622789401,1190019F5090,3:後発品,False,False,True,False,False,False,False
266,1005,0,内用,カリメート経口液２０％　２５ｇ,包,False,False,False,False,27,"3,362.0",77.8,261564,622140001,2190016S1027,:,False,False,False,False,False,False,False
267,447,0,内用,カリメート散,g,False,False,False,False,3,840.0,9.3,7812,620003443,2190016X1105,1:先発品(後発なし),False,False,False,False,False,False,False
268,600,0,内用,カリメートドライシロップ９２．５９％,g,False,False,False,False,3,907.2,9.6,8709,620006881,2190016R2021,1:先発品(後発なし),False,False,False,False,False,False,False
269,40,0,内用,カルタン錠５００　５００ｍｇ,錠,False,False,False,False,7,588.0,6.6,3881,610432025,2190024F1023,2:先発品(後発あり),False,False,False,False,False,False,True
270,208,0,内用,カルデナリン錠１ｍｇ,錠,False,False,False,False,1,70.0,15.4,1078,612140517,2149026F2022,2:先発品(後発あり),False,False,False,False,False,False,True
271,209,0,内用,カルデナリン錠２ｍｇ,錠,False,False,False,False,1,80.0,18.4,1472,612140518,2149026F3029,2:先発品(後発あり),False,False,False,False,False,False,True
272,86,0,内用,カルナクリン錠　２５単位,錠,False,False,False,False,1,140.0,9.6,1344,610454023,2491001F5056,　:準先発品,False,False,False,False,False,False,True
273,126,0,内用,カルブロック錠１６ｍｇ,錠,False,False,False,False,4,175.0,26.6,4655,610470002,2149043F2026,2:先発品(後発あり),False,False,False,False,False,False,True
274,833,0,内用,カルベジロール錠１０ｍｇ「トーワ」,錠,False,False,True,True,134,"7,748.5",10.4,80584,621470201,2149032F1129,3:後発品,False,False,False,False,False,False,False
275,1550,0,内用,カルベジロール錠２．５ｍｇ「トーワ」,錠,False,False,True,True,135,"8,884.0",10.4,92394,622479301,2149032F4098,3:後発品,False,False,False,False,False,False,False
276,1880,0,内用,カルボシステインＤＳ５０％「トーワ」,g,False,False,False,True,52,688.21,12.5,8603,622412001,2233002R2061,3:後発品,False,False,False,False,False,False,False
277,1629,0,内用,カルボシステイン錠２５０ｍｇ「トーワ」,錠,False,False,False,True,144,"9,838.0",10.4,102315,620383801,2233002F1298,★:後発品(同額以上),False,False,False,False,False,False,False
278,1656,0,内用,カルボシステイン錠５００ｍｇ「トーワ」,錠,False,False,False,True,120,"3,324.0",10.4,34570,621752101,2233002F2111,★:後発品(同額以上),False,False,False,False,False,False,False
279,1881,0,内用,カルボシステインシロップ小児用５％「ＮＩＧ」,mL,False,False,False,True,23,"1,280.5",2.7,3457,620384409,2233002Q1159,3:後発品,False,False,False,False,False,False,False
280,394,0,内用,カロナール細粒２０％,g,False,False,False,False,11,74.5,12.2,909,620002022,1141007C1075,基:基礎的医薬品,False,False,True,False,False,False,False
281,1518,0,内用,カロナール細粒５０％,g,False,False,False,False,1,63.0,13.6,857,620000032,1141007C2020,基:基礎的医薬品,False,False,True,False,False,False,False
282,418,0,内用,カロナールシロップ２％,mL,False,False,False,True,4,125.0,4.9,613,620002510,1141007Q1048,3:後発品,False,False,True,False,False,False,False
283,480,0,外用,含嗽用ハチアズレ顆粒　０．１％,g,False,False,False,False,1,18.0,6.3,113,620003851,2260702F1055,1:先発品(後発なし),False,False,False,False,False,False,False
284,1085,0,内用,カンデサルタン錠２ｍｇ「オーハラ」,錠,False,False,False,True,26,"1,740.0",10.4,18096,622380501,2149040F1182,3:後発品,False,False,False,False,False,False,False
285,1086,0,内用,カンデサルタン錠４ｍｇ「オーハラ」,錠,False,False,False,True,184,"12,046.0",10.4,125278,622380601,2149040F2189,3:後発品,False,False,False,False,False,False,False
286,1087,0,内用,カンデサルタン錠８ｍｇ「オーハラ」,錠,False,False,False,True,75,"4,867.0",10.7,52077,622380701,2149040F3185,3:後発品,False,False,False,False,False,False,False
287,294,0,内用,ツムラ桔梗湯エキス顆粒（医療用）,g,False,False,False,False,5,247.5,6.7,1658,615101411,5200020D1026,1:先発品(後発なし),False,False,False,False,False,False,False
288,1009,0,内用,キックリンカプセル２５０ｍｇ,カプセル,False,False,False,False,80,"6,933.0",18.3,126874,622149201,2190032M1027,1:先発品(後発なし),False,False,False,False,False,False,False
289,1113,0,内用,キプレスＯＤ錠１０ｍｇ,錠,False,False,False,False,6,147.0,59.8,8791,622442601,4490026F4027,2:先発品(後発あり),False,False,False,False,False,False,True
290,1436,0,内用,ギャバロン錠５ｍｇ,錠,False,False,False,False,2,476.0,10.4,4950,611240049,1249006F1020,1:先発品(後発なし),False,False,True,False,False,False,False
291,1239,0,外用,強力ポステリザン（軟膏）,g,False,False,False,False,41,"2,310.0",20.4,47124,662560019,2559808M1020,:,False,False,False,False,False,False,False
292,1246,0,外用,強力レスタミンコーチゾンコーワ軟膏,g,False,False,False,False,15,410.0,11.9,4879,662640448,2649866M1022,1:先発品(後発なし),False,False,False,False,False,False,False
293,1163,0,内用,グーフィス錠５ｍｇ,錠,False,False,False,False,121,"5,389.0",80.2,432198,622564801,2359008F1025,1:先発品(後発なし),False,False,False,False,False,False,False
294,2129,0,内用,クエチアピン錠２５ｍｇ「日新」,錠,False,False,True,True,2,145.25,10.4,1511,622197501,1179042F1178,3:後発品,False,False,True,False,False,False,False
295,1951,0,内用,クエンメット配合錠,錠,False,False,False,True,5,"1,018.0",6.1,6210,621629402,3949101F1120,3:後発品,False,False,False,False,False,False,False
296,1376,0,内用,クラシエ小青竜湯エキス錠,錠,False,False,False,False,1,252.0,9.2,2318,620005406,5200075F1052,1:先発品(後発なし),False,False,False,False,False,False,False
297,1374,0,内用,クラシエ半夏厚朴湯エキス錠,錠,False,False,False,False,1,720.0,8.6,6192,620005414,5200122F1067,1:先発品(後発なし),False,False,False,False,False,False,False
298,355,0,内用,クラリス錠　２００ｍｇ,錠,False,False,False,False,27,559.0,24.9,13919,616140105,6149003F2038,:,False,False,False,False,False,False,False
299,106,0,内用,クラリチン錠１０ｍｇ,錠,False,False,False,False,1,70.0,31.7,2219,610462028,4490027F1022,2:先発品(後発あり),False,False,False,False,False,False,True
300,388,0,内用,クラリチンレディタブ錠１０ｍｇ,錠,False,False,False,False,4,137.0,31.7,4343,620001925,4490027F2029,2:先発品(後発あり),False,False,False,False,False,False,True
301,172,0,内用,グランダキシン錠　５０ｍｇ,錠,False,False,False,False,3,252.0,8.2,2066,611170639,1124026F1022,2:先発品(後発あり),False,False,False,False,False,False,True
302,79,0,内用,クリアナール錠２００ｍｇ,錠,False,False,False,False,5,987.0,10.4,10265,610451028,2233004F1025,1:先発品(後発なし),False,False,False,False,False,False,False
303,1315,0,外用,グリセリン浣腸液５０％「ケンエー」　６０ｍＬ,個,False,False,False,False,11,131.0,131.7,17253,620485302,2357701K6239,基:基礎的医薬品,False,False,False,False,False,False,False
304,1320,0,外用,グリセリン浣腸液５０％「ケンエー」　３０ｍＬ,個,False,False,False,False,2,13.0,110.1,1431,620483802,2357701K3140,基:基礎的医薬品,False,False,False,False,False,False,False
305,809,0,内用,グリチロン配合錠,錠,False,False,False,False,6,"2,097.0",5.9,12372,620845201,3919100F1150,1:先発品(後発なし),False,False,False,False,False,False,False
306,1905,0,内用,グリベンクラミド錠１．２５ｍｇ「サワイ」,錠,False,False,True,True,6,294.0,5.9,1735,622009802,3961003F1168,3:後発品,False,False,True,False,False,False,False
307,1906,0,内用,グリベンクラミド錠２．５ｍｇ「サワイ」,錠,False,False,True,True,2,109.0,5.9,643,620872002,3961003F2229,3:後発品,False,False,True,False,False,False,False
308,1724,0,内用,グリメピリド錠０．５ｍｇ「トーワ」,錠,False,False,True,True,18,"1,385.0",10.1,13989,622194901,3961008F3279,3:後発品,False,False,True,False,False,False,False
309,1695,0,内用,グリメピリド錠１ｍｇ「トーワ」,錠,False,False,True,True,44,"4,325.0",10.4,44980,622013501,3961008F1250,★:後発品(同額以上),False,False,True,False,False,False,False
310,942,0,内用,グリメピリド錠３ｍｇ「トーワ」,錠,False,False,True,True,2,245.0,10.4,2548,622013601,3961008F2256,3:後発品,False,False,True,False,False,False,False
311,1876,0,外用,クリンダマイシンリン酸エステルゲル１％「サワイ」,g,False,False,False,True,152,"4,790.0",20.9,100111,621995701,2634713M1062,3:後発品,False,False,False,False,False,False,False
312,384,0,内用,グルファスト錠５ｍｇ,錠,False,False,True,False,25,"3,225.0",11.3,36443,620001907,3969008F1029,2:先発品(後発あり),False,False,False,False,False,False,False
313,411,0,内用,クレストール錠２．５ｍｇ,錠,False,False,False,False,45,"2,329.0",18.5,43087,620002477,2189017F1022,2:先発品(後発あり),False,False,False,False,False,False,True
314,2103,0,内用,クレストール錠５ｍｇ,錠,False,False,False,False,1,77.0,30.6,2356,620002478,2189017F2029,2:先発品(後発あり),False,False,False,False,False,False,True
315,1075,0,外用,クレナフィン爪外用液１０％,g,False,False,False,False,88,651.48,"1,396.8",909987,622365201,6290702Q1029,2:先発品(後発あり),False,False,False,False,False,False,False
316,1890,0,内用,クロチアゼパム錠５ｍｇ「トーワ」,錠,False,False,True,True,15,954.0,5.9,5629,620006897,1179012F1134,3:後発品,True,False,False,False,False,False,False
317,1981,0,内用,クロピドグレル錠２５ｍｇ「トーワ」,錠,False,False,True,True,16,"1,710.0",12.7,21717,622413601,3399008F1262,3:後発品,False,False,False,False,False,False,False
318,1687,0,内用,クロピドグレル錠７５ｍｇ「トーワ」,錠,False,False,True,True,136,"6,362.0",31.9,202948,622413701,3399008F2269,3:後発品,False,False,False,False,False,False,False
319,1702,0,外用,クロベタゾールプロピオン酸エステル軟膏０．０５％「イワキ」,g,False,False,False,True,61,"2,500.0",11.7,29250,621655001,2646713M1217,3:後発品,False,False,True,False,False,False,False
320,2087,0,外用,クロベタゾールプロピオン酸エステルローション０．０５％「ＭＹＫ」,g,False,False,False,True,22,"1,330.0",12.8,17024,620617603,2646713Q1138,3:後発品,False,False,True,False,False,False,False
321,2081,0,外用,クロベタゾン酪酸エステル軟膏０．０５％「イワキ」,g,False,False,False,True,251,"4,200.0",16.3,68460,621372901,2646722M1186,★:後発品(同額以上),False,False,False,False,False,False,False
322,2127,0,外用,クロモグリク酸Ｎａ吸入液１％「サワイ」　２ｍＬ,管,False,False,False,True,2,44.0,32.9,1448,621556501,2259701G1071,★:後発品(同額以上),False,False,False,False,False,False,False
323,296,0,内用,ツムラ荊芥連翹湯エキス顆粒（医療用）,g,False,False,False,False,1,525.0,18.6,9765,615101415,5200027D1052,1:先発品(後発なし),False,False,False,False,False,False,False
324,937,0,内用,ケイキサレートドライシロップ７６％／３．２７,g,False,False,False,False,7,627.84,8.2,5148,622003501,2190009R1025,1:先発品(後発なし),False,False,False,False,False,False,False
325,297,0,内用,ツムラ桂枝加芍薬大黄湯エキス顆粒（医療用）,g,False,False,False,False,1,675.0,14.4,9720,615101416,5200033D1023,1:先発品(後発なし),False,False,False,False,False,False,False
326,298,0,内用,ツムラ桂枝加芍薬湯エキス顆粒（医療用）,g,False,False,False,False,1,455.0,7.5,3413,615101417,5200032D1045,1:先発品(後発なし),False,False,False,False,False,False,False
327,301,0,内用,ツムラ桂枝茯苓丸エキス顆粒（医療用）,g,False,False,False,False,4,"1,275.0",14.1,17978,615101422,5200038D1093,1:先発品(後発なし),False,False,False,False,False,False,False
328,347,0,内用,ツムラ桂枝茯苓丸加よく苡仁エキス顆粒（医療用）,g,False,False,False,False,12,"5,812.5",16.4,95325,615101752,5200039D1039,1:先発品(後発なし),False,False,False,False,False,False,False
329,690,0,外用,ゲーベンクリーム１％,g,False,False,False,False,12,600.0,12.8,7680,620008991,2633705N1031,基:基礎的医薬品,False,False,False,False,False,False,False
330,238,0,内用,ケタスカプセル１０ｍｇ,カプセル,False,False,False,False,2,504.0,12.4,6250,612220521,4490010N1021,1:先発品(後発なし),False,False,False,False,False,False,False
331,1892,0,外用,ケトチフェン点眼液０．０５％「ＳＷ」　３．４５ｍｇ５ｍＬ,瓶,False,False,False,True,27,50.0,158.8,7940,620222501,1319730Q1338,3:後発品,False,False,False,False,False,False,False
332,1893,0,外用,ケトチフェン点鼻液０．０５％「サワイ」　６．０４８ｍｇ８ｍＬ,瓶,False,False,False,True,3,5.0,231.0,1155,620231701,1329705Q1310,3:後発品,False,False,False,False,False,False,False
333,1976,0,外用,ケトプロフェンテープ２０ｍｇ「杏林」　７ｃｍ×１０ｃｍ,枚,False,False,False,True,22,924.0,12.7,11735,622443201,2649729S2258,3:後発品,False,False,False,False,False,False,False
334,1958,0,外用,ケトプロフェンテープ４０ｍｇ「杏林」　１０ｃｍ×１４ｃｍ,枚,False,False,False,True,81,"3,388.0",17.6,59629,622443301,2649729S3181,3:後発品,False,False,False,False,False,False,False
335,1970,0,外用,ケトプロフェンパップ３０ｍｇ「三和」　１０ｃｍ×１４ｃｍ,枚,False,False,False,True,13,588.0,12.3,7232,620644301,2649729S1227,3:後発品,False,False,False,False,False,False,False
336,1759,0,内用,ケフラール細粒小児用１００ｍｇ,g,False,False,False,False,2,210.0,44.3,9303,616130112,6132005C1053,基:基礎的医薬品,False,False,False,False,False,False,False
337,792,0,外用,ケラチナミンコーワクリーム２０％,g,False,False,False,False,1,25.0,4.0,100,620665402,2669701N2067,2:先発品(後発あり),False,False,False,False,False,False,True
338,1634,0,内用,ケレンディア錠２０ｍｇ,錠,False,False,False,False,1,42.0,205.8,8644,622911201,2190044F2027,1:先発品(後発なし),False,False,False,False,False,True,False
339,1701,0,外用,ゲンタマイシン硫酸塩軟膏０．１％「イワキ」　１ｍｇ,g,False,False,False,False,420,"6,895.0",8.7,59987,621556601,2634710M1085,基:基礎的医薬品,False,False,False,False,False,False,False
340,603,0,内用,コートリル錠１０ｍｇ,錠,False,False,True,False,8,340.0,7.4,2516,620006903,2452002F1030,基:基礎的医薬品,False,False,False,False,False,False,False
341,295,0,内用,ツムラ牛車腎気丸エキス顆粒（医療用）,g,False,False,False,False,7,"2,090.0",17.7,36993,615101414,5200025D1029,1:先発品(後発なし),False,False,False,False,False,False,False
342,303,0,内用,ツムラ呉茱萸湯エキス顆粒（医療用）,g,False,False,False,False,2,945.0,15.3,14459,615101425,5200046D1039,1:先発品(後発なし),False,False,False,False,False,False,False
343,2123,0,内用,コスパノンカプセル４０ｍｇ,カプセル,False,False,False,False,1,42.0,9.5,399,620004987,1249007M1252,1:先発品(後発なし),False,False,False,False,False,False,False
344,704,0,内用,コディオ配合錠ＥＸ,錠,False,False,False,False,1,91.0,27.1,2466,620009092,2149112F2029,2:先発品(後発あり),False,False,False,False,False,False,False
345,2035,0,内用,コデインリン酸塩錠５ｍｇ「ＶＴＲＳ」,錠,False,False,False,False,5,551.0,11.7,6447,621567605,2242001F1071,基:基礎的医薬品,False,False,False,False,False,False,False
346,227,0,内用,コニール錠　２ｍｇ,錠,False,False,False,False,6,431.0,12.2,5258,612170662,2171021F1024,2:先発品(後発あり),False,False,True,False,False,False,True
347,228,0,内用,コニール錠　４ｍｇ,錠,False,False,False,False,4,427.0,17.2,7344,612170663,2171021F2020,2:先発品(後発あり),False,False,True,False,False,False,True
348,22,0,内用,コバシル錠４ｍｇ,錠,False,False,False,False,1,98.0,51.1,5008,610421319,2144012F2024,2:先発品(後発あり),False,False,False,False,False,False,True
349,1426,0,内用,コララン錠２．５ｍｇ,錠,False,False,False,False,7,378.0,82.9,31336,622698601,2190039F1020,1:先発品(後発なし),False,False,True,False,False,True,False
350,903,0,内用,コルヒチン錠０．５ｍｇ「タカタ」,錠,False,False,False,False,1,10.0,9.6,96,621973601,3941001F1077,基:基礎的医薬品,False,False,True,False,False,False,False
351,304,0,内用,ツムラ五苓散エキス顆粒（医療用）,g,False,False,False,False,7,"1,327.5",13.6,18054,615101428,5200048D1070,1:先発品(後発なし),False,False,False,False,False,False,False
352,2112,0,外用,コレクチム軟膏０．２５％,g,False,False,False,False,1,10.0,137.6,1376,622861601,2699714M2025,1:先発品(後発なし),False,False,False,False,False,True,False
353,1531,0,外用,コレクチム軟膏０．５％,g,False,False,False,False,9,250.0,143.0,35750,622784201,2699714M1029,1:先発品(後発なし),False,False,False,False,False,True,False
354,32,0,内用,コレバイン錠５００ｍｇ,錠,False,False,False,False,2,"1,020.0",17.0,17340,610432003,2189014F1029,1:先発品(後発なし),False,False,False,False,False,False,False
355,174,0,内用,コントミン糖衣錠１２．５ｍｇ,錠,False,False,True,False,1,10.0,9.7,97,611170713,1171001F1073,1:先発品(後発なし),False,False,False,False,False,False,False
356,1053,0,内用,コンプラビン配合錠,錠,False,False,True,False,1,98.0,58.7,5753,622290301,3399101F1021,☆:先発品(同額以下),False,False,False,False,False,False,False
357,692,0,外用,コンベッククリーム５％,g,False,False,False,False,2,50.0,13.2,660,620008994,2649727N1046,1:先発品(後発なし),False,False,False,False,False,False,False
358,510,0,外用,ザーネ軟膏０．５％　５，０００単位,g,False,False,False,False,26,"2,610.0",1.9,4959,620004801,2649724M1039,1:先発品(後発なし),False,False,False,False,False,False,False
359,949,0,内用,ザイザル錠５ｍｇ,錠,False,False,False,False,8,644.0,41.1,26468,622036701,4490028F1027,2:先発品(後発あり),False,False,False,False,False,False,True
360,1062,0,内用,ザイザルシロップ０．０５％,mL,False,False,False,False,3,455.0,7.3,3322,622308201,4490028Q1028,2:先発品(後発あり),False,False,False,False,False,False,True
361,140,0,内用,サイレース錠１ｍｇ,錠,False,False,False,False,4,120.0,7.4,888,611120087,1124008F1024,2:先発品(後発あり),True,False,False,False,False,False,True
362,141,0,内用,サイレース錠２ｍｇ,錠,False,False,False,False,4,120.0,8.6,1032,611120088,1124008F2020,2:先発品(後発あり),True,False,False,False,False,False,True
363,2037,0,内用,酢酸亜鉛錠２５ｍｇ「サワイ」,錠,False,False,False,True,10,937.0,88.6,83018,622940401,3929007F1037,3:後発品,False,False,True,False,False,False,False
364,1067,0,内用,ザクラス配合錠ＨＤ,錠,False,False,False,False,3,203.0,78.0,15834,622341701,2149121F2028,2:先発品(後発あり),False,False,True,False,False,False,True
365,1068,0,内用,ザクラス配合錠ＬＤ,錠,False,False,False,False,1,60.0,76.8,4608,622341801,2149121F1021,2:先発品(後発あり),False,False,True,False,False,False,True
366,583,0,外用,ザジテン点眼液０．０５％　３．４５ｍｇ５ｍＬ,瓶,False,False,False,False,4,8.0,273.0,2184,620006425,1319730Q1249,2:先発品(後発あり),False,False,False,False,False,False,True
367,77,0,内用,サリグレンカプセル３０ｍｇ,カプセル,False,False,False,False,1,273.0,64.6,17636,610451016,2399012M1034,1:先発品(後発なし),False,False,False,False,False,False,False
368,693,0,外用,サルタノールインヘラー１００μｇ　０．１６％１３．５ｍＬ,瓶,False,False,False,False,4,5.0,454.5,2273,620008998,2254700G4037,1:先発品(後発なし),False,False,False,False,False,False,False
369,1924,0,内用,サルポグレラート塩酸塩錠１００ｍｇ「オーハラ」,錠,False,False,False,True,4,673.0,28.6,19248,621927201,3399006F2162,3:後発品,False,False,False,False,False,False,False
370,1745,0,内用,サワシリン細粒１０％　１００ｍｇ,g,False,False,False,False,1,60.0,7.2,432,620006920,6131001C1210,☆:先発品(同額以下),False,False,False,False,False,False,False
371,2091,0,内用,酸化マグネシウム錠３３０ｍｇ「ヨシダ」,錠,False,False,False,True,1,270.0,5.9,1593,620477001,2344009F2090,3:後発品,False,False,False,False,False,False,False
372,1950,0,内用,ジアゼパム錠２ｍｇ「アメル」,錠,False,False,False,True,6,135.0,5.9,797,620003151,1124017F2194,3:後発品,True,False,False,False,False,False,False
373,1801,0,外用,シアノコバラミン点眼液０．０２％「杏林」　５ｍＬ,瓶,False,False,False,True,5,10.0,89.2,892,621395503,1319710Q2108,3:後発品,False,False,False,False,False,False,False
374,557,0,内用,ジェニナック錠２００ｍｇ,錠,False,False,False,False,2,24.0,139.4,3346,620005822,6241017F1022,1:先発品(後発なし),False,False,False,False,False,False,False
375,916,0,外用,ジクアス点眼液３％　５ｍＬ,瓶,False,False,False,False,2,5.0,343.5,1718,621985701,1319758Q1021,2:先発品(後発あり),False,False,False,False,False,False,False
376,1485,0,外用,ジクトルテープ７５ｍｇ,枚,False,False,False,False,9,553.0,154.5,85439,622843401,1147700S1028,1:先発品(後発なし),False,False,False,False,False,False,False
377,220,0,内用,シグマート錠５ｍｇ,錠,False,False,False,False,3,693.0,7.8,5405,612170456,2171017F2024,2:先発品(後発あり),False,False,False,False,False,False,True
378,1911,0,内用,シクロスポリンカプセル５０ｍｇ「サンド」,カプセル,False,False,True,True,1,56.0,76.0,4256,622879301,3999004M5130,3:後発品,False,False,True,False,False,False,False
379,2073,0,外用,ジクロフェナクＮａゲル１％「ラクール」,g,False,False,False,True,11,750.0,3.0,2250,622006701,2649734Q1093,3:後発品,False,False,False,False,False,False,False
380,2122,0,外用,ジクロフェナクＮａ坐剤５０ｍｇ「日新」,個,False,False,False,True,2,19.0,20.9,397,621362323,1147700J3270,3:後発品,False,False,True,False,False,False,False
381,1914,0,内用,ジクロフェナクＮａ錠２５ｍｇ「サワイ」,錠,False,False,False,True,7,202.0,5.9,1192,620079305,1147002F1650,3:後発品,False,False,True,False,False,False,False
382,53,0,内用,ジスロマック錠２５０ｍｇ,錠,False,False,False,False,1,6.0,145.4,872,610443026,6149004F1028,2:先発品(後発あり),False,False,False,False,False,False,True
383,2028,0,内用,ジソピラミドリン酸塩徐放錠１５０ｍｇ「トーワ」,錠,False,False,True,True,1,91.0,11.8,1074,621239701,2129005F1226,3:後発品,False,False,True,False,False,False,False
384,1419,0,内用,シダキュアスギ花粉舌下錠５０００ＪＡＵ,錠,False,False,False,False,3,190.0,146.1,27759,622627001,4490035F2023,1:先発品(後発なし),False,False,False,False,False,True,False
385,2133,0,内用,シタフロキサシン錠５０ｍｇ「サワイ」,錠,False,False,False,True,1,14.0,92.6,1296,622588201,6241018F1035,★:後発品(同額以上),False,False,False,False,False,False,False
386,799,0,内用,シナール配合顆粒／１ｇ,g,False,False,False,False,17,"5,748.0",6.5,37362,620720901,3179115D1096,1:先発品(後発なし),False,False,False,False,False,False,False
387,800,0,内用,シナール配合錠,錠,False,False,False,False,271,"88,287.0",6.4,565037,620721301,3179115F2034,1:先発品(後発なし),False,False,False,False,False,False,False
388,2009,0,内用,ジフルカンカプセル１００ｍｇ,カプセル,False,False,False,False,9,101.0,140.3,14170,616290165,6290002M2026,☆:先発品(同額以下),False,False,False,False,False,False,False
389,196,0,内用,シベノール錠１００ｍｇ,錠,False,False,True,False,1,182.0,29.3,5333,612120265,2129007F2027,2:先発品(後発あり),False,False,True,False,False,False,True
390,2049,0,内用,シベンゾリンコハク酸塩錠１００ｍｇ「サワイ」,錠,False,False,True,True,6,390.0,15.9,6201,620005437,2129007F2043,3:後発品,False,False,True,False,False,False,False
391,2095,0,内用,シベンゾリンコハク酸塩錠５０ｍｇ「サワイ」,錠,False,False,True,True,3,427.0,10.4,4441,620005435,2129007F1047,3:後発品,False,False,True,False,False,False,False
392,891,0,外用,シムビコートタービュヘイラー６０吸入,キット,False,False,False,False,89,154.0,"2,535.3",390436,621950801,2290801G2025,2:先発品(後発あり),False,False,False,False,False,False,True
393,310,0,内用,ツムラ芍薬甘草湯エキス顆粒（医療用）,g,False,False,False,False,110,"11,732.5",10.4,122018,615101446,5200067D1049,1:先発品(後発なし),False,False,False,False,False,False,False
394,1093,0,内用,ジャディアンス錠１０ｍｇ,錠,False,False,True,False,107,"6,359.0",166.0,1055594,622401201,3969023F1023,1:先発品(後発なし),False,False,False,False,False,True,False
395,1094,0,内用,ジャディアンス錠２５ｍｇ,錠,False,False,True,False,26,"1,518.0",283.4,430201,622401301,3969023F2020,1:先発品(後発なし),False,False,False,False,False,True,False
396,892,0,内用,ジャヌビア錠２５ｍｇ,錠,False,False,True,False,43,"2,492.5",44.0,109670,621950901,3969010F1034,1:先発品(後発なし),False,False,False,False,False,False,False
397,893,0,内用,ジャヌビア錠５０ｍｇ,錠,False,False,True,False,222,"19,150.0",82.1,1572215,621951001,3969010F2030,1:先発品(後発なし),False,False,False,False,False,False,False
398,12,0,内用,重カマ「ヨシダ」,g,False,False,False,False,3,30.0,1.65,50,610409004,2344002X1241,基:基礎的医薬品,False,False,False,False,False,False,False
399,13,0,内用,酸化マグネシウム（健栄）,g,False,False,False,False,10,"1,154.0",1.56,1800,610409005,2344002X1055,基:基礎的医薬品,False,False,False,False,False,False,False
400,311,0,内用,ツムラ十味敗毒湯エキス顆粒（医療用）,g,False,False,False,False,5,"2,250.0",14.1,31725,615101448,5200070D1105,1:先発品(後発なし),False,False,False,False,False,False,False
401,742,0,外用,硝酸イソソルビドテープ４０ｍｇ「テイコク」,枚,False,False,False,True,6,175.0,32.2,5635,620334202,2171700S1168,3:後発品,False,False,False,False,False,False,False
